RecNum,EQID,EQName,Month,Day,Year,StationName,StaID,StaNetwork,StaSeqNum,StaLat,StaLong,M,Strike,Dip,Rake,EQmechanism,HypocenterLat,HypocenterLong,Zhyp,FiniteFaultModelFlag,Source_of_SourceParameters,Ztor,L,W,Repi,Rhyp,Rjb,Rrup,Rseis,Rx,Azimuth,Geology,Vs30,VsFlag,VsSource,VsReference,GroundMotionDataSource,PGA,T0.1S,T0.2S,T0.3S,T0.5S,T1.0S,T2.0S
831,6,Baja,4,4,2010,El Centro - Imperial & Ross,1711,CE,33,32.78,-115.567,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,76.435,77.087,23.902,26.864,26.864,26.409,75.706,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Strand (1962),CESMD,0.375506242,0.905273439,0.94497619,0.990373667,1.14535584,0.52314434,0.163401346
832,6,Baja,4,4,2010,El Centro - Meloland Geotechnical Array,1794,CE,63,32.773,-115.447,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,72.789,73.473,31.157,34.104,34.104,34.63,90,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Strand (1962),CESMD,0.21021075,0.562507778,0.519680671,0.553977436,0.33081717,0.249018072,0.109149439
833,6,Baja,4,4,2010,El Cajon - Marshall & Vernon,2140,CE,92,32.813,-116.975,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,174.519,174.806,118.595,118.595,118.959,-72.836,-37.891,"Qal, thin",338.539,0,CGS geologic map,Strand (1962),CESMD,0.02050361,0.070472335,0.039274165,0.024,0.015104304,0.013744926,0.00917115
834,6,Baja,4,4,2010,Santee - Mission Gorge & Cottonwood,2143,CE,93,32.84,-116.974,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,175.737,176.022,119.169,119.169,119.522,-70.841,-36.474,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Strand (1962),CESMD,0.0355275,0.071318581,0.161052786,0.078485667,0.025080072,0.013691238,0.009129841
835,6,Baja,4,4,2010,Alpine - Fire Station,2467,CE,94,32.838,-116.775,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,159.147,159.461,101.101,101.101,101.443,-56.703,-34.115,,659.6,0,NGA flatfile,PEER (2008),CESMD,0.028720622,0.050400794,0.053563047,0.034734133,0.025699027,0.016583124,0.007799218
836,6,Baja,4,4,2010,Anza Borrego S.P. - Tierra Blanca,2659,CE,95,32.942,-116.276,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,128.434,128.822,64.152,64.152,64.335,-13.443,-12.096,Kgr,684.935,0,CGS geologic map,Strand (1962),CESMD,0.038398616,0.053812173,0.068844753,0.087186008,0.113119406,0.054237625,0.03324154
837,6,Baja,4,4,2010,San Diego - Ocean Beach Fire Sta,3121,CE,96,32.749,-117.242,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,194.851,195.108,142.088,142.088,142.479,-96.539,-42.8,Qoa,370.789,0,CGS geologic map,Strand (1962),CESMD,0.024894459,0.052521139,0.049569446,0.047119529,0.040482712,0.032149028,0.021330729
838,6,Baja,4,4,2010,San Diego - 8th & J St,3145,CE,98,32.71,-117.158,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,185.977,186.245,133.784,133.784,134.187,-93.305,-44.221,Qoa,370.789,0,CGS geologic map,Strand (1962),CESMD,0.039349704,0.054150716,0.095059981,0.112697826,0.075162491,0.069359066,0.034278273
839,6,Baja,4,4,2010,San Diego - I5 & Laurel,3146,CE,99,32.73,-117.169,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,187.706,187.972,135.046,135.046,135.443,-92.666,-43.328,Tsh,376.073,0,CGS geologic map,Strand (1962),CESMD,0.033208967,0.045955413,0.061651602,0.073249369,0.083330667,0.065011999,0.041781575
840,6,Baja,4,4,2010,San Diego - Hwy 15 & Ocean View,3147,CE,100,32.702,-117.12,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,182.326,182.6,130.153,130.153,130.559,-91.15,-44.454,Qoa,370.789,0,CGS geologic map,Strand (1962),CESMD,0.045806754,0.072572447,0.099314651,0.095660023,0.094831113,0.068110498,0.041785524
841,6,Baja,4,4,2010,San Diego - 54th & College Grove,3148,CE,101,32.735,-117.08,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,180.112,180.39,126.835,126.835,127.23,-85.927,-42.646,QT,438.339,0,CGS geologic map,Strand (1962),CESMD,0.045580589,0.05966121,0.078414795,0.093178538,0.179899972,0.046661333,0.022261626
842,6,Baja,4,4,2010,Pacific Beach - Mission & Grand,3150,CE,102,32.795,-117.255,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,197.8,198.053,144.007,144.007,144.385,-94.183,-40.845,Qs,297.917,0,CGS geologic map,Strand (1962),CESMD,0.031077907,0.038401172,0.075029727,0.093923054,0.096038534,0.091516119,0.027871491
843,6,Baja,4,4,2010,San Diego - Balboa & Mt Abernathy,3151,CE,103,32.822,-117.175,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,192.004,192.264,137.143,137.143,137.51,-86.527,-39.118,Qoa,370.789,0,CGS geologic map,Strand (1962),CESMD,0.029165298,0.057277221,0.091014285,0.088598589,0.05652327,0.074947715,0.013961447
844,6,Baja,4,4,2010,Spring Valley - Jamacha & Gillespie,3152,CE,104,32.71,-117.007,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,172.732,173.021,119.712,119.712,120.114,-82.471,-43.544,QT,438.339,0,CGS geologic map,Strand (1962),CESMD,0.044974672,0.09299914,0.151244835,0.101143462,0.095927056,0.024123433,0.008464042
845,6,Baja,4,4,2010,San Diego - 45th & Orange,3154,CE,105,32.754,-117.097,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,182.37,182.644,128.697,128.697,129.085,-85.791,-41.806,Qoa,370.789,0,CGS geologic map,Strand (1962),CESMD,0.033762704,0.039451743,0.059471842,0.059766546,0.123935467,0.041668693,0.02597441
846,6,Baja,4,4,2010,San Diego - Mira Mesa & Camino Ruiz,3156,CE,107,32.915,-117.142,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,193.51,193.768,136.462,136.462,136.796,-77.526,-34.619,Qoa,370.789,0,CGS geologic map,Strand (1962),CESMD,0.020333898,0.054380511,0.062948392,0.044340501,0.051712378,0.025923734,0.008977305
847,6,Baja,4,4,2010,La Jolla - UCSD Hospital Grounds,3234,CE,110,32.877,-117.227,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,198.906,199.158,143.153,143.153,143.504,-86.321,-37.085,Tss,477.652,0,CGS geologic map,Strand (1962),CESMD,0.04871163,0.099909959,0.16648123,0.140488434,0.094329741,0.064539755,0.021728783
848,6,Baja,4,4,2010,Poway - Community Rd & Civic Center,3260,CE,111,32.955,-117.042,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,187.275,187.541,128.796,128.796,129.109,-67.517,-31.616,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Strand (1962),CESMD,0.037226578,0.103336828,0.087636294,0.043078301,0.016981166,0.009023303,0.007447577
849,6,Baja,4,4,2010,San Diego - UCSD Hospital Grounds,3746,CE,113,32.754,-117.164,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,188.209,188.475,134.913,134.913,135.302,-90.594,-42.183,Tss,477.652,0,CGS geologic map,Strand (1962),CESMD,0.03709735,0.052432623,0.072518136,0.090493315,0.070283995,0.066387499,0.021048515
850,6,Baja,4,4,2010,"El Centro - Array Sta 7, Imp. Valy Coll.",5028,NP,114,32.829,-115.504,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,79.991,80.613,31.77,34.65,34.65,34.414,78.169,"Qal, deep (Imperial Valley)",210.51,1,NGA flatfile,PEER (2008),CESMD,0.247479826,0.444908256,0.808537671,0.699224913,0.429168218,0.229579024,0.0847657
851,6,Baja,4,4,2010,Hurkey Creek - County Park,5043,NP,120,33.6758,-116.68,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,214.574,214.807,149.484,149.658,149.665,9.623,3.686,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.019232825,0.026702223,0.038065096,0.051881075,0.040394677,0.011285477,0.006779072
852,6,Baja,4,4,2010,Pinyon Flat - UCSD Geophysical Observatory,5044,NP,121,33.6076,-116.454,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,196.131,196.386,131.178,131.634,131.634,20.913,9.138,Kgr,724.89,1,NGA flatfile,PEER (2008),CESMD,0.013460328,0.037028256,0.040863603,0.028944132,0.026554429,0.008714115,0.004804425
853,6,Baja,4,4,2010,Calexico - Fire Station,5053,NP,123,32.669,-115.493,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,62.592,63.386,20.53,23.639,23.639,24.003,90,"Qal, deep (Imperial Valley)",231.23,1,NGA flatfile,PEER (2008),CESMD,0.267041767,0.455734688,0.797400312,0.696330659,0.594917765,0.303325687,0.16020229
854,6,Baja,4,4,2010,Bond's Corner - Omlin Res.,5054,NP,124,32.693,-115.338,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,62.736,63.528,33.483,36.395,36.395,36.956,90,"Qal, deep (Imperial Valley)",223.03,1,NGA flatfile,PEER (2008),CESMD,0.230195952,0.589693962,0.688546986,0.592827785,0.517950167,0.189505074,0.130066144
855,6,Baja,4,4,2010,Holtville - Post Office,5055,NP,125,32.812,-115.377,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,76.163,76.817,38.972,41.8,41.8,42.445,90,"Qal, deep (Imperial Valley)",202.89,1,NGA flatfile,PEER (2008),CESMD,0.188694802,0.330749868,0.471266413,0.50273459,0.393611816,0.204642856,0.096532836
856,6,Baja,4,4,2010,"El Centro - Array 11, McCabe School",5058,NP,126,32.752,-115.594,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,74.402,75.071,19.914,22.923,22.923,22.486,75.242,"Qal, deep (Imperial Valley)",196.25,1,NGA flatfile,PEER (2008),CESMD,0.509356785,0.768777907,1.095919928,2.288876983,1.364791245,0.582928005,0.222263542
857,6,Baja,4,4,2010,Brawley - Airport Hangar,5060,NP,127,32.991,-115.513,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,97.702,98.213,46.938,49.428,49.428,45.113,64.349,"Qal, deep (Imperial Valley)",208.71,1,NGA flatfile,PEER (2008),CESMD,0.175175231,0.580588608,0.420834458,0.403988387,0.324250435,0.138284401,0.068586958
858,6,Baja,4,4,2010,Calipatria - Fire Station,5061,NP,128,33.127,-115.516,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,112.562,113.005,60.994,63.222,63.222,54.425,58.364,"Qal, deep (Imperial Valley)",205.78,1,NGA flatfile,PEER (2008),CESMD,0.072251746,0.110474687,0.133195534,0.128394486,0.14821056,0.17811065,0.078511431
859,6,Baja,4,4,2010,Thousand Palms - Post Office,5068,NP,129,33.82,-116.4,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,213.785,214.019,149.526,150.248,150.248,39.772,15.333,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Rogers (1965),CESMD,0.023911858,0.040673206,0.056571382,0.059002756,0.05309126,0.034322732,0.018121053
860,6,Baja,4,4,2010,Fun Valley - Reservoir No. 361,5069,NP,130,33.925,-116.389,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,223.577,223.8,159.695,160.482,160.482,47.986,17.374,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.018394892,0.040896949,0.055520294,0.055541972,0.026614349,0.013360103,0.006586149
861,6,Baja,4,4,2010,Morongo Valley - Fire Station,5071,NP,131,34.049,-116.578,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,243.977,244.182,179.578,180.224,180.224,43.342,13.903,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.038322108,0.043799134,0.066053204,0.110518714,0.098940895,0.037053221,0.012172427
862,6,Baja,4,4,2010,Cabazon - Post Office,5073,NP,133,33.918,-116.782,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,241.8,242.007,176.742,177.059,177.059,19.568,6.344,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.018623632,0.027884119,0.030194749,0.043844052,0.062614433,0.032841366,0.011936042
863,6,Baja,4,4,2010,Anza - Fire Station,5160,NP,136,33.5558,-116.6745,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,203.789,204.034,138.783,138.791,138.819,1.53,0.632,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.01637216,0.020482631,0.040488211,0.040332225,0.041995321,0.025210714,0.01099353
864,6,Baja,4,4,2010,El Centro - Differential Array,5165,NP,140,32.796,-115.535,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,77.212,77.857,27.1,30.047,30.047,29.852,78.252,"Qal, deep (Imperial Valley)",202.26,1,NGA flatfile,PEER (2008),CESMD,0.529583664,1.139535596,1.890277155,1.483533754,0.736590329,0.503316268,0.157236599
865,6,Baja,4,4,2010,Borrego Springs - Scripps Clinic,5220,NP,141,33.194,-116.329,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,152.405,152.733,87.404,87.406,87.456,0.562,0.368,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.045399494,0.067518386,0.141300709,0.122123124,0.079634586,0.046479542,0.039769177
866,6,Baja,4,4,2010,Chihuahua Valley - Private Residence,5221,NP,142,33.38,-116.68,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,189.496,189.76,124.675,124.675,124.76,-11.394,-5.244,Kgr,684.935,0,CGS geologic map,Rogers (1965),CESMD,0.024828347,0.04509755,0.068796619,0.064664805,0.032127406,0.011781497,0.008363615
867,6,Baja,4,4,2010,Anza - Tripp Flats,5222,NP,143,33.602,-116.756,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,212.577,212.812,147.578,147.578,147.613,-1.045,-0.406,Kgr,684.935,0,NGA flatfile,PEER (2008),CESMD,0.025270995,0.054947549,0.086386269,0.05571516,0.048363371,0.012402519,0.008234662
868,6,Baja,4,4,2010,Mountain Center - Pine Meadows Ranch,5223,NP,144,33.578,-116.59,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,200.872,201.121,135.783,135.961,135.969,9.082,3.83,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.036137222,0.055791967,0.096681193,0.075115191,0.061558278,0.034103307,0.014297851
869,6,Baja,4,4,2010,Idyllwild - Keenwild Fire Station,5232,NP,147,33.7077,-116.7174,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,219.474,219.702,154.388,154.548,154.555,9.262,3.436,Kgr,845.41,1,NGA flatfile,PEER (2008),CESMD,0.007454535,0.011104009,0.014895828,0.019899866,0.016632003,0.005571126,0.004981466
870,6,Baja,4,4,2010,Cahuilla Valley - Fire Station,5241,NP,148,33.512,-116.798,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,207.678,207.919,142.798,142.798,142.869,-10.434,-4.19,"Qal, thin",338.539,0,CGS geologic map,Rogers (1965),CESMD,0.048838002,0.067332,0.151003475,0.158503222,0.048948237,0.017484642,0.00822215
871,6,Baja,4,4,2010,Mecca - Fire Station,5270,NP,150,33.572,-116.076,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,175.693,175.978,112.807,113.87,113.87,45.398,23.436,"Qal, deep (Imperial Valley)",207.469,0,NGA flatfile,PEER (2008),CESMD,0.057566317,0.087741674,0.176057966,0.14528388,0.161316605,0.078926714,0.065459088
872,6,Baja,4,4,2010,San Jacinto - MWD West Portal,5289,NP,155,33.822,-116.968,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,243.887,244.092,178.888,178.888,178.915,-0.456,-0.146,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.014903539,0.017307761,0.034068213,0.030575906,0.033329216,0.017025756,0.016179715
873,6,Baja,4,4,2010,Indio - Jackson Road,5294,NP,156,33.747,-116.215,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,198.732,198.983,135.362,136.286,136.286,47.806,20.495,"Qal, deep (Imperial Valley)",207.469,0,NGA flatfile,PEER (2008),CESMD,0.033971434,0.054854691,0.076122193,0.07480712,0.100225669,0.059166309,0.033712293
874,6,Baja,4,4,2010,North Palm Springs - Fire Station No. 36,5295,NP,157,33.925,-116.548,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,230.689,230.906,166.107,166.715,166.715,36.679,12.7,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.033033278,0.046891324,0.088552766,0.105666728,0.09813949,0.029223447,0.008840389
875,6,Baja,4,4,2010,Idyllwild - Kenworthy Fire Station,5372,NP,169,33.6159,-116.6212,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,205.967,206.21,140.877,141.06,141.067,9.567,3.889,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.047971553,0.076662966,0.130622996,0.14349444,0.055908866,0.016639919,0.009362303
876,6,Baja,4,4,2010,Ocotillo Wells - Vehicle Recreation Area,5375,NP,171,33.156,-116.168,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,139.91,140.267,74.83,75.169,75.182,9.445,7.217,Qoa,370.789,0,NGA flatfile,PEER (2008),CESMD,0.081483362,0.106840196,0.149899676,0.230440118,0.183998169,0.065429846,0.055615475
877,6,Baja,4,4,2010,Imperial - Imperial County Landfill,5413,NP,176,32.862,-115.527,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,84.065,84.658,33.582,36.361,36.361,35.058,71.979,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Strand (1962),CESMD,0.215097191,0.396333193,0.538665017,0.497995984,0.415183092,0.243690377,0.117029911
878,6,Baja,4,4,2010,Oceanside - Fire Station No. 1,5430,NP,186,33.1981,-117.3782,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,227.887,228.107,167.762,167.762,168.023,-74.143,-26.228,Qoa,370.789,0,CGS geologic map,Rogers (1965),CESMD,0.009661931,0.01491986,0.020503383,0.031064089,0.016943772,0.01421411,0.015486166
879,6,Baja,4,4,2010,Sky Valley - Fire Station No. 56,5435,NP,189,33.917,-116.39,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,222.831,223.055,158.919,159.701,159.701,47.349,17.223,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.016286153,0.027065897,0.042966595,0.036764271,0.028160548,0.017150411,0.005800041
880,6,Baja,4,4,2010,Thousand Palms - Vly Preserve HQ,5443,NP,191,33.845,-116.311,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,212.401,212.636,148.719,149.562,149.562,47.882,18.642,QT,438.339,0,CGS geologic map,Rogers (1965),CESMD,0.035301741,0.039959548,0.058940403,0.084862238,0.072008293,0.036488377,0.019389651
881,6,Baja,4,4,2010,Blythe - Fire Station,10021,CE,194,33.61,-114.715,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,173.33,173.618,145.38,146.709,146.709,146.07,79.032,"Qal, deep (incl LA)",271.441,0,CGS geologic map,Jennings (1967),CESMD,0.026582507,0.040887773,0.055265903,0.060111147,0.067920542,0.058737977,0.025934533
882,6,Baja,4,4,2010,Niland - Fire Station,11023,CE,195,33.239,-115.513,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,124.757,125.157,73.007,75.062,75.062,62.489,55.481,"Qal, deep (Imperial Valley)",207.469,0,NGA flatfile,PEER (2008),CESMD,0.093998196,0.13718236,0.279773122,0.288561952,0.223293529,0.100555955,0.046923342
883,6,Baja,4,4,2010,North Shore - Hwy 111 & Parkside Dr,11217,CE,196,33.511,-115.92,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,163.866,164.171,102.649,103.95,103.95,52.286,30.072,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Jennings (1967),CESMD,0.045639014,0.073208401,0.109407495,0.101281785,0.071376046,0.105527248,0.068867118
884,6,Baja,4,4,2010,Westmorland - Fire Station,11369,CE,197,33.037,-115.623,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,105.172,105.647,48.92,51.111,51.111,40.376,51.503,"Qal, deep (Imperial Valley)",193.67,1,NGA flatfile,PEER (2008),CESMD,0.158381297,0.371556187,0.392713636,0.3591657,0.290310179,0.176861528,0.100685153
885,6,Baja,4,4,2010,North Shore - Durmid,11591,CE,198,33.421,-115.831,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,151.66,151.989,91.488,92.946,92.946,52.347,34.092,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.061778361,0.101929387,0.112249722,0.108119841,0.126996063,0.110732109,0.089486256
886,6,Baja,4,4,2010,Mecca - CVWD Yard,11625,CE,199,33.564,-115.988,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,171.645,171.936,109.743,110.94,110.94,51.14,27.355,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.032927099,0.051156818,0.09338094,0.080808663,0.08827038,0.076354437,0.039700378
887,6,Baja,4,4,2010,Bombay Beach - Bertram,11627,CE,200,33.397,-115.776,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,147.521,147.86,88.347,89.903,89.903,54.616,37.168,QT,438.339,0,CGS geologic map,Jennings (1967),CESMD,0.047296756,0.081618564,0.079246703,0.13234047,0.083344946,0.093445171,0.041104744
888,6,Baja,4,4,2010,Salton City,11628,CE,201,33.28,-115.984,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,142.795,143.145,79.378,80.482,80.482,31.422,22.925,"Qal, coarse",324.5,1,NGA flatfile,PEER (2008),CESMD,0.117224515,0.256624239,0.338842146,0.227248762,0.165405562,0.094383261,0.042967313
889,6,Baja,4,4,2010,Frink,11684,CE,202,33.398,-115.657,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,144.675,145.02,88.394,90.112,90.112,63.252,44.169,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.035381256,0.041339086,0.052509428,0.07857436,0.069087047,0.077528382,0.050058366
890,6,Baja,4,4,2010,Palm Springs - Airport,12025,CE,203,33.829,-116.512,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,219.847,220.074,155.168,155.751,155.751,32.435,12.012,"Qal, deep (Imperial Valley)",207.469,0,NGA flatfile,PEER (2008),CESMD,0.033334217,0.047383014,0.095864488,0.096185238,0.056885147,0.034858285,0.01724123
891,6,Baja,4,4,2010,Coachella - 6th & Palm,12076,CE,204,33.678,-116.178,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,190.351,190.613,126.997,127.945,127.945,45.577,20.827,"Qal, deep (Imperial Valley)",207.469,0,NGA flatfile,PEER (2008),CESMD,0.040302811,0.056536183,0.080771901,0.11320689,0.104498804,0.062023866,0.030572373
892,6,Baja,4,4,2010,Radec - Sage & Cottonwood School Rds,12092,CE,205,33.482,-116.911,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,212.603,212.838,148.044,148.044,148.149,-20.619,-8.006,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.044897644,0.067961092,0.087561407,0.159207412,0.096499534,0.044659154,0.021263114
893,6,Baja,4,4,2010,San Jacinto - CDF Fire Station 25,12102,CE,206,33.787,-116.959,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,240.389,240.597,175.393,175.393,175.427,-2.311,-0.755,"Qal, deep (incl LA)",271.441,0,NGA flatfile,PEER (2008),CESMD,0.046277399,0.059244747,0.094424573,0.132838248,0.121521603,0.054131322,0.048897444
894,6,Baja,4,4,2010,Cathedral City - Ramon & Desert Vista,12108,CE,207,33.815,-116.461,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,216.096,216.328,151.562,152.202,152.202,35.074,13.312,"Qal, deep (Imperial Valley)",207.469,0,CGS geologic map,Rogers (1965),CESMD,0.038131869,0.055367409,0.137346278,0.100434058,0.101585924,0.025561494,0.020391175
895,6,Baja,4,4,2010,Idyllwild - Hwy 243 & Pine Crest,12116,CE,208,33.747,-116.715,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,222.813,223.037,157.721,157.936,157.939,12.175,4.421,Kgr,684.935,0,NGA flatfile,PEER (2008),CESMD,0.04180014,0.054074023,0.142042247,0.072353922,0.054411396,0.008762739,0.00458323
896,6,Baja,4,4,2010,Desert Hot Springs - Fire Station,12149,CE,209,33.962,-116.509,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,232.445,232.66,168.097,168.771,168.771,42.073,14.422,"Qal, coarse",345.419,0,NGA flatfile,PEER (2008),CESMD,0.024077054,0.035196591,0.058048945,0.071214044,0.05088654,0.023206896,0.011040833
897,6,Baja,4,4,2010,Sage - Fire Station A,12188,CE,210,33.605,-116.938,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,224.088,224.311,159.261,159.261,159.336,-13.782,-4.965,Kgr,684.935,0,CGS geologic map,Rogers (1965),CESMD,0.007746502,0.015313393,0.020659138,0.019361818,0.01214084,0.00570845,0.005741219
898,6,Baja,4,4,2010,San Jacinto - Valley Cemetery,12202,CE,211,33.76,-116.961,7.2,320,80,180,Strike-slip,32.128,-115.303,10,1,Crowell and Bock (2010),0,65,20,238.243,238.453,173.258,173.258,173.299,-4.376,-1.447,"Qal, thin",338.539,0,NGA flatfile,PEER (2008),CESMD,0.026564884,0.041935188,0.062481917,0.062227727,0.045837976,0.027247018,0.015270232
